order_id,customer_id,product_id,product_name,category,producer_id,quantity,price,order_date,delivery_date,order_total,status
2705,87,9,Butternut Squash,vegetables,5,1,2.5,28/02/2026,02/03/2026,16,delivered
2706,87,49,Hot Sauce (150ml),preserves,10,3,4.5,17/03/2026,19/03/2026,27.1,delivered
2706,87,41,Oat Cookies (6 pack),bakery,6,3,3.2,17/03/2026,19/03/2026,27.1,delivered
2706,87,45,Apple Chutney (300g),preserves,9,1,4,17/03/2026,19/03/2026,27.1,delivered
2707,88,56,Spring Onions (bunch),seasonal,5,1,1.5,11/04/2025,13/04/2025,17.5,delivered
2707,88,4,Tenderstem Broccoli,vegetables,4,5,3.2,11/04/2025,13/04/2025,17.5,delivered
2708,88,4,Tenderstem Broccoli,vegetables,4,5,3.2,20/04/2025,22/04/2025,32,delivered
2708,88,22,Mixed Berry Box,fruit,4,1,5.5,20/04/2025,22/04/2025,32,delivered
2708,88,56,Spring Onions (bunch),seasonal,5,2,1.5,20/04/2025,22/04/2025,32,delivered
2708,88,12,Cauliflower,vegetables,2,3,2.5,20/04/2025,22/04/2025,32,delivered
2709,88,4,Tenderstem Broccoli,vegetables,4,3,3.2,30/04/2025,02/05/2025,22,delivered
2709,88,31,Free Range Eggs (half dozen),dairy,2,3,1.8,30/04/2025,02/05/2025,22,delivered
2709,88,56,Spring Onions (bunch),seasonal,5,1,1.5,30/04/2025,02/05/2025,22,delivered
2709,88,22,Mixed Berry Box,fruit,4,1,5.5,30/04/2025,02/05/2025,22,delivered
2710,88,12,Cauliflower,vegetables,2,4,2.5,05/05/2025,07/05/2025,38.5,delivered
2710,88,4,Tenderstem Broccoli,vegetables,4,5,3.2,05/05/2025,07/05/2025,38.5,delivered
2710,88,22,Mixed Berry Box,fruit,4,2,5.5,05/05/2025,07/05/2025,38.5,delivered
2710,88,56,Spring Onions (bunch),seasonal,5,1,1.5,05/05/2025,07/05/2025,38.5,delivered
2711,88,31,Free Range Eggs (half dozen),dairy,2,2,1.8,15/05/2025,17/05/2025,22.1,delivered
2711,88,56,Spring Onions (bunch),seasonal,5,2,1.5,15/05/2025,17/05/2025,22.1,delivered
2711,88,22,Mixed Berry Box,fruit,4,1,5.5,15/05/2025,17/05/2025,22.1,delivered
2711,88,12,Cauliflower,vegetables,2,4,2.5,15/05/2025,17/05/2025,22.1,delivered
2712,88,12,Cauliflower,vegetables,2,5,2.5,23/05/2025,25/05/2025,31.4,delivered
2712,88,56,Spring Onions (bunch),seasonal,5,1,1.5,23/05/2025,25/05/2025,31.4,delivered
2712,88,31,Free Range Eggs (half dozen),dairy,2,3,1.8,23/05/2025,25/05/2025,31.4,delivered
2712,88,4,Tenderstem Broccoli,vegetables,4,3,3.2,23/05/2025,25/05/2025,31.4,delivered
2712,88,58,Fresh Mint (bunch),seasonal,10,2,1.2,23/05/2025,25/05/2025,31.4,delivered
2713,88,12,Cauliflower,vegetables,2,3,2.5,31/05/2025,02/06/2025,20.3,delivered
2713,88,4,Tenderstem Broccoli,vegetables,4,4,3.2,31/05/2025,02/06/2025,20.3,delivered
2714,88,17,Raspberries (200g),fruit,4,1,3.8,05/06/2025,07/06/2025,16.2,delivered
2714,88,56,Spring Onions (bunch),seasonal,5,1,1.5,05/06/2025,07/06/2025,16.2,delivered
2714,88,31,Free Range Eggs (half dozen),dairy,2,3,1.8,05/06/2025,07/06/2025,16.2,delivered
2714,88,22,Mixed Berry Box,fruit,4,1,5.5,05/06/2025,07/06/2025,16.2,delivered
2715,88,17,Raspberries (200g),fruit,4,1,3.8,14/06/2025,16/06/2025,25.6,delivered
2715,88,12,Cauliflower,vegetables,2,5,2.5,14/06/2025,16/06/2025,25.6,delivered
2715,88,31,Free Range Eggs (half dozen),dairy,2,1,1.8,14/06/2025,16/06/2025,25.6,delivered
2715,88,56,Spring Onions (bunch),seasonal,5,1,1.5,14/06/2025,16/06/2025,25.6,delivered
2715,88,57,New Season Garlic,seasonal,5,3,2,14/06/2025,16/06/2025,25.6,delivered
2716,88,12,Cauliflower,vegetables,2,3,2.5,19/06/2025,21/06/2025,11.3,delivered
2716,88,17,Raspberries (200g),fruit,4,1,3.8,19/06/2025,21/06/2025,11.3,delivered
2717,88,31,Free Range Eggs (half dozen),dairy,2,1,1.8,28/06/2025,30/06/2025,23.9,delivered
2717,88,22,Mixed Berry Box,fruit,4,2,5.5,28/06/2025,30/06/2025,23.9,delivered
2717,88,56,Spring Onions (bunch),seasonal,5,1,1.5,28/06/2025,30/06/2025,23.9,delivered
2717,88,4,Tenderstem Broccoli,vegetables,4,3,3.2,28/06/2025,30/06/2025,23.9,delivered
2718,88,22,Mixed Berry Box,fruit,4,1,5.5,05/07/2025,07/07/2025,31.4,delivered
2718,88,4,Tenderstem Broccoli,vegetables,4,3,3.2,05/07/2025,07/07/2025,31.4,delivered
2718,88,17,Raspberries (200g),fruit,4,1,3.8,05/07/2025,07/07/2025,31.4,delivered
2718,88,12,Cauliflower,vegetables,2,5,2.5,05/07/2025,07/07/2025,31.4,delivered
2719,88,12,Cauliflower,vegetables,2,3,2.5,15/07/2025,17/07/2025,26.5,delivered
2719,88,4,Tenderstem Broccoli,vegetables,4,5,3.2,15/07/2025,17/07/2025,26.5,delivered
2719,88,56,Spring Onions (bunch),seasonal,5,2,1.5,15/07/2025,17/07/2025,26.5,delivered
2720,88,56,Spring Onions (bunch),seasonal,5,1,1.5,20/07/2025,22/07/2025,16.7,delivered
2720,88,17,Raspberries (200g),fruit,4,1,3.8,20/07/2025,22/07/2025,16.7,delivered
2720,88,31,Free Range Eggs (half dozen),dairy,2,1,1.8,20/07/2025,22/07/2025,16.7,delivered
2720,88,4,Tenderstem Broccoli,vegetables,4,3,3.2,20/07/2025,22/07/2025,16.7,delivered
2721,88,31,Free Range Eggs (half dozen),dairy,2,2,1.8,27/07/2025,29/07/2025,20.8,delivered
2721,88,4,Tenderstem Broccoli,vegetables,4,3,3.2,27/07/2025,29/07/2025,20.8,delivered
2721,88,17,Raspberries (200g),fruit,4,2,3.8,27/07/2025,29/07/2025,20.8,delivered
2722,88,56,Spring Onions (bunch),seasonal,5,2,1.5,01/08/2025,03/08/2025,12.1,delivered
2722,88,31,Free Range Eggs (half dozen),dairy,2,2,1.8,01/08/2025,03/08/2025,12.1,delivered
2722,88,22,Mixed Berry Box,fruit,4,1,5.5,01/08/2025,03/08/2025,12.1,delivered
2723,88,31,Free Range Eggs (half dozen),dairy,2,3,1.8,08/08/2025,10/08/2025,15,delivered
2723,88,4,Tenderstem Broccoli,vegetables,4,3,3.2,08/08/2025,10/08/2025,15,delivered
2724,88,4,Tenderstem Broccoli,vegetables,4,5,3.2,18/08/2025,20/08/2025,31.8,delivered
2724,88,31,Free Range Eggs (half dozen),dairy,2,1,1.8,18/08/2025,20/08/2025,31.8,delivered
2724,88,22,Mixed Berry Box,fruit,4,2,5.5,18/08/2025,20/08/2025,31.8,delivered
2724,88,56,Spring Onions (bunch),seasonal,5,2,1.5,18/08/2025,20/08/2025,31.8,delivered
2725,88,31,Free Range Eggs (half dozen),dairy,2,2,1.8,23/08/2025,25/08/2025,7.4,delivered
2725,88,17,Raspberries (200g),fruit,4,1,3.8,23/08/2025,25/08/2025,7.4,delivered
2726,88,4,Tenderstem Broccoli,vegetables,4,4,3.2,31/08/2025,02/09/2025,32.9,delivered
2726,88,12,Cauliflower,vegetables,2,5,2.5,31/08/2025,02/09/2025,32.9,delivered
2726,88,17,Raspberries (200g),fruit,4,2,3.8,31/08/2025,02/09/2025,32.9,delivered
2727,88,31,Free Range Eggs (half dozen),dairy,2,3,1.8,10/09/2025,12/09/2025,25.7,delivered
2727,88,4,Tenderstem Broccoli,vegetables,4,4,3.2,10/09/2025,12/09/2025,25.7,delivered
2727,88,12,Cauliflower,vegetables,2,3,2.5,10/09/2025,12/09/2025,25.7,delivered
2728,88,22,Mixed Berry Box,fruit,4,2,5.5,15/09/2025,17/09/2025,37,delivered
2728,88,12,Cauliflower,vegetables,2,3,2.5,15/09/2025,17/09/2025,37,delivered
2728,88,56,Spring Onions (bunch),seasonal,5,1,1.5,15/09/2025,17/09/2025,37,delivered
2728,88,31,Free Range Eggs (half dozen),dairy,2,2,1.8,15/09/2025,17/09/2025,37,delivered
2728,88,17,Raspberries (200g),fruit,4,1,3.8,15/09/2025,17/09/2025,37,delivered
2728,88,4,Tenderstem Broccoli,vegetables,4,3,3.2,15/09/2025,17/09/2025,37,delivered
2729,88,4,Tenderstem Broccoli,vegetables,4,3,3.2,21/09/2025,23/09/2025,25.9,delivered
2729,88,22,Mixed Berry Box,fruit,4,1,5.5,21/09/2025,23/09/2025,25.9,delivered
2729,88,31,Free Range Eggs (half dozen),dairy,2,1,1.8,21/09/2025,23/09/2025,25.9,delivered
2729,88,56,Spring Onions (bunch),seasonal,5,1,1.5,21/09/2025,23/09/2025,25.9,delivered
2729,88,12,Cauliflower,vegetables,2,3,2.5,21/09/2025,23/09/2025,25.9,delivered
2730,88,4,Tenderstem Broccoli,vegetables,4,4,3.2,01/10/2025,03/10/2025,19.8,delivered
2730,88,22,Mixed Berry Box,fruit,4,1,5.5,01/10/2025,03/10/2025,19.8,delivered
2730,88,56,Spring Onions (bunch),seasonal,5,1,1.5,01/10/2025,03/10/2025,19.8,delivered
2731,88,4,Tenderstem Broccoli,vegetables,4,4,3.2,05/10/2025,07/10/2025,32.7,delivered
2731,88,22,Mixed Berry Box,fruit,4,1,5.5,05/10/2025,07/10/2025,32.7,delivered
2731,88,31,Free Range Eggs (half dozen),dairy,2,3,1.8,05/10/2025,07/10/2025,32.7,delivered
2731,88,56,Spring Onions (bunch),seasonal,5,1,1.5,05/10/2025,07/10/2025,32.7,delivered
2731,88,12,Cauliflower,vegetables,2,3,2.5,05/10/2025,07/10/2025,32.7,delivered
2732,88,12,Cauliflower,vegetables,2,5,2.5,10/10/2025,12/10/2025,23.1,delivered
2732,88,56,Spring Onions (bunch),seasonal,5,1,1.5,10/10/2025,12/10/2025,23.1,delivered
2732,88,22,Mixed Berry Box,fruit,4,1,5.5,10/10/2025,12/10/2025,23.1,delivered
2732,88,31,Free Range Eggs (half dozen),dairy,2,2,1.8,10/10/2025,12/10/2025,23.1,delivered
2733,88,31,Free Range Eggs (half dozen),dairy,2,3,1.8,19/10/2025,21/10/2025,19.7,delivered
2733,88,4,Tenderstem Broccoli,vegetables,4,4,3.2,19/10/2025,21/10/2025,19.7,delivered
2733,88,56,Spring Onions (bunch),seasonal,5,1,1.5,19/10/2025,21/10/2025,19.7,delivered
2734,88,4,Tenderstem Broccoli,vegetables,4,3,3.2,28/10/2025,30/10/2025,30.5,delivered
2734,88,31,Free Range Eggs (half dozen),dairy,2,3,1.8,28/10/2025,30/10/2025,30.5,delivered
2734,88,22,Mixed Berry Box,fruit,4,1,5.5,28/10/2025,30/10/2025,30.5,delivered
2734,88,12,Cauliflower,vegetables,2,4,2.5,28/10/2025,30/10/2025,30.5,delivered
2735,88,22,Mixed Berry Box,fruit,4,1,5.5,02/11/2025,04/11/2025,5.5,delivered
2736,88,31,Free Range Eggs (half dozen),dairy,2,2,1.8,11/11/2025,13/11/2025,27.7,delivered
2736,88,4,Tenderstem Broccoli,vegetables,4,3,3.2,11/11/2025,13/11/2025,27.7,delivered
2736,88,22,Mixed Berry Box,fruit,4,1,5.5,11/11/2025,13/11/2025,27.7,delivered
2736,88,12,Cauliflower,vegetables,2,3,2.5,11/11/2025,13/11/2025,27.7,delivered
2736,88,56,Spring Onions (bunch),seasonal,5,1,1.5,11/11/2025,13/11/2025,27.7,delivered
2737,88,31,Free Range Eggs (half dozen),dairy,2,2,1.8,19/11/2025,21/11/2025,35.6,delivered
2737,88,4,Tenderstem Broccoli,vegetables,4,5,3.2,19/11/2025,21/11/2025,35.6,delivered
2737,88,56,Spring Onions (bunch),seasonal,5,2,1.5,19/11/2025,21/11/2025,35.6,delivered
2737,88,12,Cauliflower,vegetables,2,3,2.5,19/11/2025,21/11/2025,35.6,delivered
2737,88,22,Mixed Berry Box,fruit,4,1,5.5,19/11/2025,21/11/2025,35.6,delivered
2738,88,22,Mixed Berry Box,fruit,4,2,5.5,28/11/2025,30/11/2025,46.4,delivered
2738,88,31,Free Range Eggs (half dozen),dairy,2,3,1.8,28/11/2025,30/11/2025,46.4,delivered
2738,88,56,Spring Onions (bunch),seasonal,5,1,1.5,28/11/2025,30/11/2025,46.4,delivered
2738,88,12,Cauliflower,vegetables,2,5,2.5,28/11/2025,30/11/2025,46.4,delivered
2738,88,4,Tenderstem Broccoli,vegetables,4,5,3.2,28/11/2025,30/11/2025,46.4,delivered
2739,88,56,Spring Onions (bunch),seasonal,5,2,1.5,02/12/2025,04/12/2025,42.9,delivered
2739,88,12,Cauliflower,vegetables,2,3,2.5,02/12/2025,04/12/2025,42.9,delivered
2739,88,22,Mixed Berry Box,fruit,4,2,5.5,02/12/2025,04/12/2025,42.9,delivered
2739,88,31,Free Range Eggs (half dozen),dairy,2,3,1.8,02/12/2025,04/12/2025,42.9,delivered
2739,88,4,Tenderstem Broccoli,vegetables,4,5,3.2,02/12/2025,04/12/2025,42.9,delivered
2740,88,56,Spring Onions (bunch),seasonal,5,1,1.5,08/12/2025,10/12/2025,17.5,delivered
2740,88,4,Tenderstem Broccoli,vegetables,4,5,3.2,08/12/2025,10/12/2025,17.5,delivered
2741,88,4,Tenderstem Broccoli,vegetables,4,3,3.2,12/12/2025,14/12/2025,34.2,delivered
2741,88,31,Free Range Eggs (half dozen),dairy,2,2,1.8,12/12/2025,14/12/2025,34.2,delivered
2741,88,56,Spring Onions (bunch),seasonal,5,2,1.5,12/12/2025,14/12/2025,34.2,delivered
2741,88,22,Mixed Berry Box,fruit,4,1,5.5,12/12/2025,14/12/2025,34.2,delivered
2741,88,12,Cauliflower,vegetables,2,5,2.5,12/12/2025,14/12/2025,34.2,delivered
2742,88,22,Mixed Berry Box,fruit,4,1,5.5,21/12/2025,23/12/2025,30.6,delivered
2742,88,4,Tenderstem Broccoli,vegetables,4,4,3.2,21/12/2025,23/12/2025,30.6,delivered
2742,88,31,Free Range Eggs (half dozen),dairy,2,1,1.8,21/12/2025,23/12/2025,30.6,delivered
2742,88,56,Spring Onions (bunch),seasonal,5,2,1.5,21/12/2025,23/12/2025,30.6,delivered
2742,88,12,Cauliflower,vegetables,2,3,2.5,21/12/2025,23/12/2025,30.6,delivered
2743,88,22,Mixed Berry Box,fruit,4,2,5.5,29/12/2025,31/12/2025,14,delivered
2743,88,56,Spring Onions (bunch),seasonal,5,2,1.5,29/12/2025,31/12/2025,14,delivered
2744,88,22,Mixed Berry Box,fruit,4,1,5.5,06/01/2026,08/01/2026,26.6,delivered
2744,88,4,Tenderstem Broccoli,vegetables,4,3,3.2,06/01/2026,08/01/2026,26.6,delivered
2744,88,56,Spring Onions (bunch),seasonal,5,1,1.5,06/01/2026,08/01/2026,26.6,delivered
2744,88,12,Cauliflower,vegetables,2,4,2.5,06/01/2026,08/01/2026,26.6,delivered
2745,88,31,Free Range Eggs (half dozen),dairy,2,2,1.8,14/01/2026,16/01/2026,3.6,delivered
2746,88,22,Mixed Berry Box,fruit,4,1,5.5,21/01/2026,23/01/2026,29.1,delivered
2746,88,56,Spring Onions (bunch),seasonal,5,1,1.5,21/01/2026,23/01/2026,29.1,delivered
2746,88,4,Tenderstem Broccoli,vegetables,4,3,3.2,21/01/2026,23/01/2026,29.1,delivered
2746,88,12,Cauliflower,vegetables,2,5,2.5,21/01/2026,23/01/2026,29.1,delivered
2747,88,12,Cauliflower,vegetables,2,5,2.5,29/01/2026,31/01/2026,34,delivered
2747,88,4,Tenderstem Broccoli,vegetables,4,5,3.2,29/01/2026,31/01/2026,34,delivered
2747,88,22,Mixed Berry Box,fruit,4,1,5.5,29/01/2026,31/01/2026,34,delivered
2748,88,12,Cauliflower,vegetables,2,3,2.5,03/02/2026,05/02/2026,31.4,delivered
2748,88,22,Mixed Berry Box,fruit,4,2,5.5,03/02/2026,05/02/2026,31.4,delivered
2748,88,56,Spring Onions (bunch),seasonal,5,1,1.5,03/02/2026,05/02/2026,31.4,delivered
2748,88,31,Free Range Eggs (half dozen),dairy,2,1,1.8,03/02/2026,05/02/2026,31.4,delivered
2748,88,4,Tenderstem Broccoli,vegetables,4,3,3.2,03/02/2026,05/02/2026,31.4,delivered
2749,88,56,Spring Onions (bunch),seasonal,5,1,1.5,07/02/2026,09/02/2026,27.5,delivered
2749,88,31,Free Range Eggs (half dozen),dairy,2,3,1.8,07/02/2026,09/02/2026,27.5,delivered
2749,88,22,Mixed Berry Box,fruit,4,2,5.5,07/02/2026,09/02/2026,27.5,delivered
2749,88,4,Tenderstem Broccoli,vegetables,4,3,3.2,07/02/2026,09/02/2026,27.5,delivered
2750,88,12,Cauliflower,vegetables,2,4,2.5,17/02/2026,19/02/2026,22.8,delivered
2750,88,4,Tenderstem Broccoli,vegetables,4,4,3.2,17/02/2026,19/02/2026,22.8,delivered
2751,88,31,Free Range Eggs (half dozen),dairy,2,3,1.8,23/02/2026,25/02/2026,16.4,delivered
2751,88,22,Mixed Berry Box,fruit,4,2,5.5,23/02/2026,25/02/2026,16.4,delivered
2752,88,31,Free Range Eggs (half dozen),dairy,2,1,1.8,04/03/2026,06/03/2026,3.3,delivered
2752,88,56,Spring Onions (bunch),seasonal,5,1,1.5,04/03/2026,06/03/2026,3.3,delivered
2753,88,12,Cauliflower,vegetables,2,3,2.5,11/03/2026,13/03/2026,16.3,delivered
2753,88,56,Spring Onions (bunch),seasonal,5,1,1.5,11/03/2026,13/03/2026,16.3,delivered
2753,88,22,Mixed Berry Box,fruit,4,1,5.5,11/03/2026,13/03/2026,16.3,delivered
2753,88,31,Free Range Eggs (half dozen),dairy,2,1,1.8,11/03/2026,13/03/2026,16.3,delivered
2754,88,22,Mixed Berry Box,fruit,4,1,5.5,21/03/2026,23/03/2026,7.3,delivered
2754,88,31,Free Range Eggs (half dozen),dairy,2,1,1.8,21/03/2026,23/03/2026,7.3,delivered
2755,88,56,Spring Onions (bunch),seasonal,5,1,1.5,29/03/2026,31/03/2026,26.1,delivered
2755,88,12,Cauliflower,vegetables,2,4,2.5,29/03/2026,31/03/2026,26.1,delivered
2755,88,22,Mixed Berry Box,fruit,4,2,5.5,29/03/2026,31/03/2026,26.1,delivered
2755,88,31,Free Range Eggs (half dozen),dairy,2,2,1.8,29/03/2026,31/03/2026,26.1,delivered
2756,89,6,Courgettes (500g),vegetables,5,3,2.2,05/04/2025,07/04/2025,29.1,delivered
2756,89,37,Croissants (4 pack),bakery,6,5,4.5,05/04/2025,07/04/2025,29.1,delivered
2757,89,37,Croissants (4 pack),bakery,6,5,4.5,15/04/2025,17/04/2025,29.1,delivered
2757,89,6,Courgettes (500g),vegetables,5,3,2.2,15/04/2025,17/04/2025,29.1,delivered
2758,89,37,Croissants (4 pack),bakery,6,3,4.5,19/04/2025,21/04/2025,21.1,delivered
2758,89,15,Conference Pears (4 pack),fruit,7,2,3.8,19/04/2025,21/04/2025,21.1,delivered
2759,89,6,Courgettes (500g),vegetables,5,4,2.2,28/04/2025,30/04/2025,16.3,delivered
2759,89,20,Rhubarb (bunch),fruit,10,3,2.5,28/04/2025,30/04/2025,16.3,delivered
2760,89,20,Rhubarb (bunch),fruit,10,1,2.5,07/05/2025,09/05/2025,2.5,delivered
2761,89,37,Croissants (4 pack),bakery,6,5,4.5,17/05/2025,19/05/2025,31.6,delivered
2761,89,6,Courgettes (500g),vegetables,5,3,2.2,17/05/2025,19/05/2025,31.6,delivered
2761,89,20,Rhubarb (bunch),fruit,10,1,2.5,17/05/2025,19/05/2025,31.6,delivered
2762,89,6,Courgettes (500g),vegetables,5,4,2.2,25/05/2025,27/05/2025,16.3,delivered
2762,89,20,Rhubarb (bunch),fruit,10,3,2.5,25/05/2025,27/05/2025,16.3,delivered
2763,89,6,Courgettes (500g),vegetables,5,4,2.2,29/05/2025,31/05/2025,31.8,delivered
2763,89,37,Croissants (4 pack),bakery,6,4,4.5,29/05/2025,31/05/2025,31.8,delivered
2763,89,20,Rhubarb (bunch),fruit,10,2,2.5,29/05/2025,31/05/2025,31.8,delivered
2764,89,37,Croissants (4 pack),bakery,6,5,4.5,04/06/2025,06/06/2025,25,delivered
2764,89,20,Rhubarb (bunch),fruit,10,1,2.5,04/06/2025,06/06/2025,25,delivered
2765,89,6,Courgettes (500g),vegetables,5,4,2.2,10/06/2025,12/06/2025,27.3,delivered
2765,89,20,Rhubarb (bunch),fruit,10,2,2.5,10/06/2025,12/06/2025,27.3,delivered
2765,89,37,Croissants (4 pack),bakery,6,3,4.5,10/06/2025,12/06/2025,27.3,delivered
2766,89,20,Rhubarb (bunch),fruit,10,3,2.5,15/06/2025,17/06/2025,19.5,delivered
2766,89,10,Heritage Tomatoes (500g),vegetables,4,3,4,15/06/2025,17/06/2025,19.5,delivered
2767,89,20,Rhubarb (bunch),fruit,10,3,2.5,23/06/2025,25/06/2025,7.5,delivered
2768,89,37,Croissants (4 pack),bakery,6,5,4.5,01/07/2025,03/07/2025,38,delivered
2768,89,6,Courgettes (500g),vegetables,5,5,2.2,01/07/2025,03/07/2025,38,delivered
2768,89,30,Goats Cheese (150g),dairy,8,1,4.5,01/07/2025,03/07/2025,38,delivered
2769,89,37,Croissants (4 pack),bakery,6,5,4.5,11/07/2025,13/07/2025,31.3,delivered
2769,89,6,Courgettes (500g),vegetables,5,4,2.2,11/07/2025,13/07/2025,31.3,delivered
2770,89,6,Courgettes (500g),vegetables,5,3,2.2,20/07/2025,22/07/2025,6.6,delivered
2771,89,6,Courgettes (500g),vegetables,5,5,2.2,30/07/2025,01/08/2025,30,delivered
2771,89,37,Croissants (4 pack),bakery,6,3,4.5,30/07/2025,01/08/2025,30,delivered
2771,89,22,Mixed Berry Box,fruit,4,1,5.5,30/07/2025,01/08/2025,30,delivered
2772,89,6,Courgettes (500g),vegetables,5,4,2.2,08/08/2025,10/08/2025,8.8,delivered
2773,89,37,Croissants (4 pack),bakery,6,3,4.5,15/08/2025,17/08/2025,21.5,delivered
2773,89,48,Lemon Curd (300g),preserves,9,2,4,15/08/2025,17/08/2025,21.5,delivered
2774,89,6,Courgettes (500g),vegetables,5,4,2.2,19/08/2025,21/08/2025,15.2,delivered
2774,89,13,Bramley Apples (1kg),fruit,7,2,3.2,19/08/2025,21/08/2025,15.2,delivered
2775,89,6,Courgettes (500g),vegetables,5,4,2.2,25/08/2025,27/08/2025,8.8,delivered
2776,89,52,Pumpkin,seasonal,5,1,3.5,02/09/2025,04/09/2025,40,delivered
2776,89,37,Croissants (4 pack),bakery,6,5,4.5,02/09/2025,04/09/2025,40,delivered
2776,89,14,Cox Apples (1kg),fruit,7,4,3.5,02/09/2025,04/09/2025,40,delivered
2777,89,6,Courgettes (500g),vegetables,5,3,2.2,10/09/2025,12/09/2025,31.6,delivered
2777,89,52,Pumpkin,seasonal,5,2,3.5,10/09/2025,12/09/2025,31.6,delivered
2777,89,37,Croissants (4 pack),bakery,6,4,4.5,10/09/2025,12/09/2025,31.6,delivered
2778,89,6,Courgettes (500g),vegetables,5,3,2.2,14/09/2025,16/09/2025,20.1,delivered
2778,89,37,Croissants (4 pack),bakery,6,3,4.5,14/09/2025,16/09/2025,20.1,delivered
2779,89,52,Pumpkin,seasonal,5,1,3.5,21/09/2025,23/09/2025,12.3,delivered
2779,89,6,Courgettes (500g),vegetables,5,4,2.2,21/09/2025,23/09/2025,12.3,delivered
2780,89,52,Pumpkin,seasonal,5,1,3.5,28/09/2025,30/09/2025,3.5,delivered
2781,89,6,Courgettes (500g),vegetables,5,3,2.2,06/10/2025,08/10/2025,23.6,delivered
2781,89,37,Croissants (4 pack),bakery,6,3,4.5,06/10/2025,08/10/2025,23.6,delivered
2781,89,52,Pumpkin,seasonal,5,1,3.5,06/10/2025,08/10/2025,23.6,delivered
2782,89,52,Pumpkin,seasonal,5,1,3.5,13/10/2025,15/10/2025,37,delivered
2782,89,6,Courgettes (500g),vegetables,5,5,2.2,13/10/2025,15/10/2025,37,delivered
2782,89,37,Croissants (4 pack),bakery,6,5,4.5,13/10/2025,15/10/2025,37,delivered
2783,89,6,Courgettes (500g),vegetables,5,3,2.2,20/10/2025,22/10/2025,23.6,delivered
2783,89,37,Croissants (4 pack),bakery,6,3,4.5,20/10/2025,22/10/2025,23.6,delivered
2783,89,52,Pumpkin,seasonal,5,1,3.5,20/10/2025,22/10/2025,23.6,delivered
2784,89,52,Pumpkin,seasonal,5,2,3.5,27/10/2025,29/10/2025,33.8,delivered
2784,89,6,Courgettes (500g),vegetables,5,4,2.2,27/10/2025,29/10/2025,33.8,delivered
2784,89,37,Croissants (4 pack),bakery,6,4,4.5,27/10/2025,29/10/2025,33.8,delivered
2785,89,37,Croissants (4 pack),bakery,6,3,4.5,04/11/2025,06/11/2025,17,delivered
2785,89,52,Pumpkin,seasonal,5,1,3.5,04/11/2025,06/11/2025,17,delivered
2786,89,6,Courgettes (500g),vegetables,5,3,2.2,08/11/2025,10/11/2025,23.6,delivered
2786,89,52,Pumpkin,seasonal,5,1,3.5,08/11/2025,10/11/2025,23.6,delivered
2786,89,37,Croissants (4 pack),bakery,6,3,4.5,08/11/2025,10/11/2025,23.6,delivered
2787,89,6,Courgettes (500g),vegetables,5,3,2.2,18/11/2025,20/11/2025,29.1,delivered
2787,89,37,Croissants (4 pack),bakery,6,5,4.5,18/11/2025,20/11/2025,29.1,delivered
2788,89,6,Courgettes (500g),vegetables,5,3,2.2,27/11/2025,29/11/2025,27.1,delivered
2788,89,37,Croissants (4 pack),bakery,6,3,4.5,27/11/2025,29/11/2025,27.1,delivered
2788,89,52,Pumpkin,seasonal,5,2,3.5,27/11/2025,29/11/2025,27.1,delivered
2789,89,37,Croissants (4 pack),bakery,6,3,4.5,01/12/2025,03/12/2025,24.5,delivered
2789,89,6,Courgettes (500g),vegetables,5,5,2.2,01/12/2025,03/12/2025,24.5,delivered
2790,89,37,Croissants (4 pack),bakery,6,5,4.5,10/12/2025,12/12/2025,33.5,delivered
2790,89,6,Courgettes (500g),vegetables,5,5,2.2,10/12/2025,12/12/2025,33.5,delivered
2791,89,6,Courgettes (500g),vegetables,5,5,2.2,18/12/2025,20/12/2025,11,delivered
2792,89,6,Courgettes (500g),vegetables,5,5,2.2,28/12/2025,30/12/2025,11,delivered
2793,89,37,Croissants (4 pack),bakery,6,5,4.5,06/01/2026,08/01/2026,22.5,delivered
2794,89,37,Croissants (4 pack),bakery,6,4,4.5,13/01/2026,15/01/2026,18,delivered
2795,89,37,Croissants (4 pack),bakery,6,4,4.5,21/01/2026,23/01/2026,24.6,delivered
2795,89,6,Courgettes (500g),vegetables,5,3,2.2,21/01/2026,23/01/2026,24.6,delivered
2796,89,6,Courgettes (500g),vegetables,5,4,2.2,31/01/2026,02/02/2026,8.8,delivered
2797,89,6,Courgettes (500g),vegetables,5,4,2.2,04/02/2026,06/02/2026,8.8,delivered
2798,89,37,Croissants (4 pack),bakery,6,5,4.5,11/02/2026,13/02/2026,40.5,delivered
2798,89,6,Courgettes (500g),vegetables,5,5,2.2,11/02/2026,13/02/2026,40.5,delivered
2798,89,2,Heritage Potatoes (2kg),vegetables,2,2,3.5,11/02/2026,13/02/2026,40.5,delivered
2799,89,6,Courgettes (500g),vegetables,5,5,2.2,17/02/2026,19/02/2026,33.5,delivered
2799,89,37,Croissants (4 pack),bakery,6,5,4.5,17/02/2026,19/02/2026,33.5,delivered
2800,89,37,Croissants (4 pack),bakery,6,5,4.5,24/02/2026,26/02/2026,22.5,delivered
2801,89,6,Courgettes (500g),vegetables,5,4,2.2,02/03/2026,04/03/2026,11.3,delivered
2801,89,20,Rhubarb (bunch),fruit,10,1,2.5,02/03/2026,04/03/2026,11.3,delivered
